time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-06-14T01:33:51.992Z,65.0888,-150.5194,4.5,2.4,ml,,,,0.37,ak,ak0237kwgw8d,2023-06-14T22:58:37.040Z,"northern Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-14T01:31:56.328Z,62.584,-151.2624,87.7,2,ml,,,,0.43,ak,ak0237kwggn9,2023-06-14T22:34:36.040Z,"27 km WNW of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2023-06-14T01:29:31.984Z,58.2506,-155.2033,0,0.1,ml,,,,0.42,ak,ak0237kwfzbi,2023-06-14T01:31:32.191Z,"87 km NNW of Karluk, Alaska",earthquake,,1,,,automatic,ak,ak
2023-06-14T01:27:52.538Z,61.4455,-149.8911,32.3,1.2,ml,,,,0.19,ak,ak0237kwflh1,2023-06-14T01:29:14.746Z,"Southern Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-14T01:24:24.002Z,36.2515,-115.291,0,1.4,ml,9,189.26,0.275,0.408,nn,nn00861195,2023-06-14T01:28:11.250Z,"Nevada",earthquake,,69.1,0.22,7,automatic,nn,nn
2023-06-14T01:22:47.920Z,34.3855,-119.3646667,2.58,1.25,ml,16,102,0.1457,0.26,ci,ci40485184,2023-06-14T15:59:22.239Z,"13km WSW of Ojai, CA",earthquake,0.48,0.82,0.1,9,reviewed,ci,ci
2023-06-14T01:19:26.060Z,36.1493333,-118.1798333,4.58,2.44,ml,31,66,0.265,0.16,ci,ci40485176,2023-06-14T15:46:36.820Z,"22km SW of Olancha, CA",earthquake,0.19,1.09,0.179,48,reviewed,ci,ci
2023-06-14T01:16:21.950Z,19.5543,-65.7555,55,3.77,md,13,243,1.3335,0.5,pr,pr2023165003,2023-06-14T03:49:33.624Z,"124 km N of Suárez, Puerto Rico",earthquake,5.16,19.7,0.1,6,reviewed,pr,pr
2023-06-14T01:13:48.820Z,19.544,-65.772,31,3.78,md,17,278,1.2736,0.48,pr,pr2023165002,2023-06-14T02:16:26.450Z,"123 km N of Suárez, Puerto Rico",earthquake,2.78,29.8,0.09,12,reviewed,pr,pr
2023-06-14T01:11:55.422Z,60.0541,-152.2961,100,1.6,ml,,,,0.95,ak,ak0237kwc68l,2023-06-14T01:14:36.873Z,"Southern Alaska",earthquake,,1.4,,,automatic,ak,ak
2023-06-14T00:55:11.730Z,19.3713340759277,-155.01383972168,2.92000007629395,1.86,ml,29,160,,0.25,hv,hv73450472,2023-06-14T01:00:55.930Z,"14 km SW of Leilani Estates, Hawaii",earthquake,0.74,1.41999996,0.42,4,automatic,hv,hv
2023-06-14T00:48:49.790Z,38.7888333,-122.7076667,1.92,1.04,md,31,79,0.007655,0.04,nc,nc73900881,2023-06-14T21:23:20.000Z,"2km NW of Anderson Springs, CA",earthquake,0.18,0.27,0.222,27,reviewed,nc,nc
2023-06-14T00:41:41.000Z,33.462,-116.4323333,5.78,0.69,ml,27,102,0.06149,0.15,ci,ci40485168,2023-06-14T15:30:03.792Z,"24km NNW of Borrego Springs, CA",earthquake,0.22,0.63,0.084,15,reviewed,ci,ci
2023-06-14T00:37:58.969Z,56.4997,-148.61,10,4.1,mb,29,148,2.519,0.88,us,us7000k8am,2023-06-14T00:52:32.040Z,"254 km ESE of Chiniak, Alaska",earthquake,7.54,1.985,0.198,7,reviewed,us,us
2023-06-14T00:35:43.680Z,36.5521667,-121.1333333,2.64,1.36,md,17,125,0.02268,0.13,nc,nc73900876,2023-06-14T13:16:17.072Z,"2km NNE of Pinnacles, CA",earthquake,0.26,0.36,0.083,14,reviewed,nc,nc
2023-06-14T00:30:07.590Z,19.6085,-65.7691,11,3.65,md,22,245,1.337,0.39,pr,pr2023165000,2023-06-14T01:13:12.602Z,"130 km N of Suárez, Puerto Rico",earthquake,2.31,3.6,0.08,18,reviewed,pr,pr
2023-06-14T00:26:46.010Z,19.4413,-65.7201,94,4.02,md,13,273,1.2153,0.6,pr,pr2023165001,2023-06-14T03:39:02.783Z,"112 km N of Suárez, Puerto Rico",earthquake,6.42,10.7,0.06,10,reviewed,pr,pr
2023-06-14T00:23:01.207Z,62.0668,-150.2516,14.3,1.3,ml,,,,0.52,ak,ak0237kvt705,2023-06-14T00:25:22.267Z,"23 km WSW of Susitna North, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-14T00:11:06.960Z,40.5115,-124.4863333,16.38,1.85,md,25,222,0.1191,0.13,nc,nc73900871,2023-06-14T12:50:15.037Z,"20km WSW of Ferndale, CA",earthquake,0.9,0.35,0.083,10,reviewed,nc,nc
2023-06-14T00:04:24.910Z,40.5088333,-124.4831667,17.1,2.81,md,36,235,0.116,0.16,nc,nc73900856,2023-06-15T01:34:13.562Z,"20km WSW of Ferndale, CA",earthquake,0.63,0.34,0.119,55,reviewed,nc,nc
2023-06-14T00:03:23.930Z,17.9531666666667,-66.9618333333333,6.84,2.16,md,5,208,0.08007,0.1,pr,pr71413298,2023-06-14T00:17:36.590Z,"6 km WSW of Guánica, Puerto Rico",earthquake,0.91,0.33,0.0324033517977793,5,reviewed,pr,pr
2023-06-13T23:51:05.490Z,33.5366667,-116.6791667,9.15,0.48,ml,27,45,0.05637,0.13,ci,ci40485128,2023-06-14T15:23:37.471Z,"2km SSW of Anza, CA",earthquake,0.17,0.43,0.088,10,reviewed,ci,ci
2023-06-13T23:48:43.150Z,37.4351667,-118.7061667,2.51,1.44,md,14,114,0.1402,0.13,nc,nc73900851,2023-06-14T12:23:19.767Z,"10km WNW of Round Valley, CA",earthquake,1.1,3.77,0.309,14,reviewed,nc,nc
2023-06-13T23:39:10.080Z,-30.0798,-177.7162,35.51,4.9,mb,26,127,0.834,0.57,us,us7000k8a8,2023-06-13T23:57:01.040Z,"Kermadec Islands, New Zealand",earthquake,11.74,8.158,0.122,21,reviewed,us,us
2023-06-13T23:23:30.790Z,35.035,-117.6845,0.26,1.6,ml,33,43,0.1008,0.14,ci,ci40485120,2023-06-14T15:13:36.863Z,"5km NW of Boron, CA",quarry blast,0.26,31.61,0.155,23,reviewed,ci,ci
2023-06-13T23:15:59.913Z,-23.0455,179.223,551.92,4.8,mb,45,66,5.387,1.06,us,us7000k8a1,2023-06-13T23:32:25.040Z,"south of the Fiji Islands",earthquake,12.41,9.776,0.093,36,reviewed,us,us
2023-06-13T23:15:07.359Z,61.6983,-150.13,35.4,1.6,ml,,,,0.3,ak,ak0237jlx47j,2023-06-13T23:16:25.469Z,"Southern Alaska",earthquake,,4,,,automatic,ak,ak
2023-06-13T23:10:38.510Z,58.276,-155.374,11.42,-0.72,ml,6,239,,0.29,av,av91107463,2023-06-15T01:49:23.040Z,"88 km ESE of King Salmon, Alaska",earthquake,2.67,1.57,0.398374184626872,6,reviewed,av,av
2023-06-13T23:04:52.490Z,38.8296661,-122.8131638,1.81,0.77,md,20,45,0.006711,0.05,nc,nc73900846,2023-06-14T00:09:13.409Z,"8km NW of The Geysers, CA",earthquake,0.23,0.54,0.15,21,automatic,nc,nc
2023-06-13T23:03:15.601Z,61.865,-149.2666,18.4,1.2,ml,,,,0.56,ak,ak0237jluk94,2023-06-14T01:03:42.483Z,"13 km N of Fishhook, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-13T22:59:06.830Z,32.8986667,-116.9543333,4.55,1.18,ml,23,108,0.06092,0.23,ci,ci40485112,2023-06-14T15:05:15.760Z,"6km NNW of Lakeside, CA",earthquake,0.62,1.56,0.098,4,reviewed,ci,ci
2023-06-13T22:52:46.870Z,33.341,-116.3313333,11.76,1.42,ml,67,34,0.02802,0.18,ci,ci40485104,2023-06-14T14:52:13.590Z,"10km NNE of Borrego Springs, CA",earthquake,0.15,0.25,0.156,41,reviewed,ci,ci
2023-06-13T22:51:41.460Z,40.5053333,-124.4676667,16.35,2.26,md,27,222,0.1036,0.11,nc,nc73900836,2023-06-15T01:19:12.350Z,"19km WSW of Ferndale, CA",earthquake,0.54,0.32,0.262,21,reviewed,nc,nc
2023-06-13T22:48:40.680Z,33.3466667,-116.3285,11.59,0.89,ml,29,64,0.02226,0.21,ci,ci40485088,2023-06-14T14:29:21.643Z,"11km NNE of Borrego Springs, CA",earthquake,0.3,0.54,0.09,8,reviewed,ci,ci
2023-06-13T22:45:43.790Z,36.5368333,-121.1455,2.6,3.29,ml,65,107,0.005624,0.12,nc,nc73900831,2023-06-14T17:52:10.156Z,"1km NNW of Pinnacles, CA",earthquake,0.15,0.24,0.21,78,reviewed,nc,nc
2023-06-13T22:42:16.430Z,19.263500213623,-155.372497558594,28.7299995422363,2.1099999,md,42,135,,0.129999995,hv,hv73450377,2023-06-13T22:46:18.850Z,"13 km ENE of Pāhala, Hawaii",earthquake,0.56,0.699999988,1.71000004,22,automatic,hv,hv
2023-06-13T22:41:37.000Z,44.4593333,-110.9481667,18.53,0.93,ml,7,173,0.1748,0.28,uu,uu60542156,2023-06-14T13:18:47.770Z,"Wyoming",earthquake,1.88,4.78,0.178,2,reviewed,uu,uu
2023-06-13T22:39:05.930Z,44.4681667,-110.8578333,13.94,0.74,md,8,171,0.02306,0.25,uu,uu60542151,2023-06-14T13:11:35.070Z,"29 km SE of West Yellowstone, Montana",earthquake,2.11,1.8,0.171,5,reviewed,uu,uu
2023-06-13T22:33:42.263Z,36.6293,-116.0356,12.7,2.3,ml,41,52.66,0.067,0.141,nn,nn00861193,2023-06-14T05:14:18.872Z,"33 km WNW of Indian Springs, Nevada",earthquake,,0.7,0.31,21,reviewed,nn,nn
2023-06-13T22:22:30.557Z,63.0566,-150.8927,14.1,1.4,ml,,,,1.04,ak,ak0237jld8en,2023-06-13T22:24:50.066Z,"62 km N of Petersville, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-13T22:21:39.976Z,39.688,-119.7472,12.9,1.3,ml,7,83.93,0.184,0.1648,nn,nn00861192,2023-06-14T04:46:23.446Z,"5 km NW of Spanish Springs, Nevada",earthquake,,5.1,0.28,6,reviewed,nn,nn
2023-06-13T22:18:02.160Z,38.7924995,-122.7488327,2.53,0.33,md,10,90,0.01175,0.02,nc,nc73900816,2023-06-13T22:58:14.001Z,"2km NNE of The Geysers, CA",earthquake,0.32,1.52,0.11,9,automatic,nc,nc
2023-06-13T22:11:04.870Z,44.8528333,-110.3575,5.37,0.86,md,8,138,0.1781,0.13,uu,uu60542146,2023-06-13T22:45:08.880Z,"30 km ESE of Mammoth, Wyoming",earthquake,0.66,9.63,0.36,5,reviewed,uu,uu
2023-06-13T21:59:30.170Z,41.6521667,-122.2248333,0.2,2.03,md,26,46,0.02411,0.11,nc,nc73900811,2023-06-14T06:28:14.772Z,"24km SW of Mount Hebron, CA",earthquake,0.23,0.4,0.327,24,reviewed,nc,nc
2023-06-13T21:54:52.550Z,18.2933333333333,-66.457,47.15,2.69,md,13,94,0.09292,0.15,pr,pr71413293,2023-06-13T22:09:25.820Z,"Puerto Rico region",earthquake,0.59,0.75,0.0516652006836236,6,reviewed,pr,pr
2023-06-13T21:46:17.030Z,44.7945,-110.9988333,6.26,0.79,md,11,159,0.03555,0.16,uu,uu60542141,2023-06-13T22:41:30.370Z,"Wyoming",earthquake,0.51,0.84,0.254,8,reviewed,uu,uu
2023-06-13T21:43:53.331Z,-23.1887,-179.8691,526.808,4.8,mb,69,62,4.768,0.8,us,us7000k89j,2023-06-13T21:59:41.040Z,"south of the Fiji Islands",earthquake,10.12,8.093,0.059,89,reviewed,us,us
2023-06-13T21:38:39.210Z,36.9428333,-121.4355,6.22,1.89,md,56,46,,0.1,nc,nc73900806,2023-06-14T21:46:14.121Z,"11km NNW of Hollister, CA",earthquake,0.16,0.45,0.195,47,reviewed,nc,nc
2023-06-13T21:30:37.990Z,58.1861666666667,-155.331666666667,3.47,0.31,ml,9,200,,0.14,av,av91925146,2023-06-14T00:23:29.650Z,"86 km NW of Karluk, Alaska",earthquake,0.71,1.53,0.326357956270538,9,reviewed,av,av
2023-06-13T21:27:39.803Z,62.9015,-150.4882,82,1.4,ml,,,,0.45,ak,ak0237jksw3g,2023-06-13T21:57:07.136Z,"Central Alaska",earthquake,,0.9,,,automatic,ak,ak
2023-06-13T21:12:49.028Z,58.1446,-155.3046,27.2,0.4,ml,,,,0.65,ak,ak0237jkpp2e,2023-06-13T23:33:39.270Z,"81 km NW of Karluk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-13T21:10:58.450Z,32.4676667,-116.8151667,4.35,1.33,ml,28,123,0.1426,0.22,ci,ci40485032,2023-06-14T14:09:38.810Z,"20km WSW of Tecate, B.C., MX",earthquake,0.5,1.06,0.09,8,reviewed,ci,ci
2023-06-13T21:00:11.593Z,61.7216,-149.8766,34.7,1.5,ml,,,,0.66,ak,ak0237jkn1l3,2023-06-13T21:02:20.342Z,"8 km ESE of Willow, Alaska",earthquake,,0.2,,,automatic,ak,ak
2023-06-13T20:56:22.760Z,33.9333333,-116.8841667,11.71,0.91,ml,33,71,0.1198,0.15,ci,ci40485016,2023-06-14T14:02:20.105Z,"1km NW of Banning, CA",earthquake,0.21,0.73,0.065,15,reviewed,ci,ci
2023-06-13T20:50:56.093Z,33.0372,75.9505,12.318,4.6,mb,133,57,2.327,0.89,us,us7000k89b,2023-06-14T17:40:59.419Z,"22 km ENE of Bhadarwāh, India",earthquake,8.76,4.404,0.049,133,reviewed,us,us
2023-06-13T20:37:50.301Z,61.3825,-150.9075,55.5,1.3,ml,,,,0.3,ak,ak0237jk9kwa,2023-06-13T20:46:45.545Z,"27 km SW of Susitna, Alaska",earthquake,,0.9,,,reviewed,ak,ak
2023-06-13T20:29:51.010Z,38.8078346,-122.82267,1.62,1.02,md,16,65,0.005188,0.07,nc,nc73900796,2023-06-13T21:05:18.238Z,"7km WNW of The Geysers, CA",earthquake,0.27,0.45,0.26,16,automatic,nc,nc
2023-06-13T20:28:56.431Z,52.084,-176.2379,155.975,2.7,ml,25,156,0.038,0.46,us,us7000k897,2023-06-13T21:30:31.040Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,11.31,4.219,0.074,24,reviewed,us,us
2023-06-13T20:28:45.463Z,60.9649,-151.0007,54.9,1.4,ml,,,,0.38,ak,ak0237jk7oqf,2023-06-13T20:37:48.392Z,"13 km SSE of Tyonek, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2023-06-13T20:27:15.640Z,36.3985,-89.5856666666667,10.13,2.27,md,41,34,0.00498,0.12,nm,nm60529306,2023-06-14T14:35:26.134Z,"7 km E of Hayward, Missouri",earthquake,0.3,0.56,0.16068016140347,34,reviewed,nm,nm
2023-06-13T20:21:19.498Z,61.3359,-147.8964,15.5,1.1,ml,,,,0.3,ak,ak0237jk64ml,2023-06-13T20:22:28.528Z,"54 km SSW of Glacier View, Alaska",earthquake,,1.7,,,automatic,ak,ak
2023-06-13T20:17:56.332Z,41.6723,80.826,10,4.7,mb,122,47,1.299,0.58,us,us7000k88z,2023-06-13T21:22:44.040Z,"70 km NE of Aksu, China",earthquake,5.79,1.845,0.052,116,reviewed,us,us
2023-06-13T20:16:02.210Z,38.7793333,-122.7258333,1.49,1.04,md,33,54,0.009363,0.05,nc,nc73900791,2023-06-14T19:11:18.248Z,"3km E of The Geysers, CA",earthquake,0.16,0.24,0.289,25,reviewed,nc,nc
2023-06-13T20:11:25.100Z,33.8745,-117.5036667,-0.53,1.15,ml,24,66,0.07499,0.23,ci,ci40484960,2023-06-13T20:36:59.502Z,"2km ESE of Home Gardens, CA",quarry blast,0.57,31.61,0.09,7,reviewed,ci,ci
2023-06-13T20:10:48.460Z,38.8161659,-122.7764969,1.8,0.77,md,9,183,0.004374,0.01,nc,nc73900786,2023-06-13T20:33:18.052Z,"5km NNW of The Geysers, CA",earthquake,0.63,1.37,0.25,10,automatic,nc,nc
2023-06-13T20:08:13.519Z,61.3905,-150.8825,56.5,3.9,ml,,,,0.88,ak,ak0237jk3bt8,2023-06-15T17:28:59.040Z,"26 km SW of Susitna, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2023-06-13T20:06:23.320Z,38.8196678,-122.8266678,1.79,0.76,md,8,75,0.007384,0.04,nc,nc73900776,2023-06-13T20:23:20.974Z,"8km NW of The Geysers, CA",earthquake,0.49,1.07,0.13,9,automatic,nc,nc
2023-06-13T20:05:33.690Z,35.6751667,-120.989,1.86,1.35,md,19,90,0.1046,0.05,nc,nc73900781,2023-06-14T06:28:14.656Z,"12km WSW of Lake Nacimiento, CA",earthquake,0.19,0.9,0.365,9,reviewed,nc,nc
2023-06-13T20:02:28.830Z,56.0013333333333,-159.712833333333,26.11,0.06,ml,5,312,,0.06,av,av91107583,2023-06-15T23:36:49.450Z,"Alaska Peninsula",earthquake,1.73,0.7,0.221982015317077,5,reviewed,av,av
2023-06-13T20:00:40.900Z,56.1458333333333,-159.741166666667,23.67,0.46,ml,5,320,,0.19,av,av91925031,2023-06-15T23:16:16.970Z,"31 km NNW of Ivanof Bay, Alaska",earthquake,1.93,0.93,0.252565763107122,5,reviewed,av,av
2023-06-13T19:59:52.840Z,37.6093333,-122.462,7.11,0.64,md,8,152,0.03924,0.06,nc,nc73900771,2023-06-14T06:18:14.749Z,"2km ESE of Pacifica, CA",earthquake,0.34,0.88,0.203,5,reviewed,nc,nc
2023-06-13T19:58:55.120Z,55.9591666666667,-159.713833333333,23.08,0.37,ml,6,314,,0.12,av,av91107578,2023-06-15T23:31:01.980Z,"15 km WNW of Ivanof Bay, Alaska",earthquake,1.19,0.95,0.203539964780549,6,reviewed,av,av
2023-06-13T19:56:04.040Z,56.0103333333333,-159.726333333333,24.37,0.04,ml,4,333,,0.07,av,av91107568,2023-06-15T23:14:56.220Z,"Alaska Peninsula",earthquake,2.5,0.68,0.188063704270029,4,reviewed,av,av
2023-06-13T19:54:50.640Z,55.9793333333333,-159.701833333333,25.14,0.11,ml,6,310,,0.17,av,av91107563,2023-06-15T23:15:30.620Z,"16 km WNW of Ivanof Bay, Alaska",earthquake,1.44,0.96,0.211856907010239,6,reviewed,av,av
2023-06-13T19:54:26.610Z,33.9251667,-117.1278333,15.23,1.12,ml,40,36,0.09037,0.23,ci,ci40484944,2023-06-13T20:30:49.930Z,"9km E of Moreno Valley, CA",earthquake,0.3,0.6,0.18,26,reviewed,ci,ci
2023-06-13T19:53:39.410Z,38.8370018,-122.7779999,1.36,0.59,md,6,93,0.00573,0.01,nc,nc73900766,2023-06-13T20:12:14.896Z,"5km WNW of Cobb, CA",earthquake,0.78,0.94,0.13,8,automatic,nc,nc
2023-06-13T19:51:52.211Z,-22.2997,-68.8288,132.481,4.2,mb,19,68,0.631,0.77,us,us7000k89a,2023-06-13T21:03:07.040Z,"Antofagasta, Chile",earthquake,5.86,6.179,0.263,5,reviewed,us,us
2023-06-13T19:34:26.110Z,58.2211666666667,-155.147333333333,7.32,-0.11,ml,8,119,,0.25,av,av91925026,2023-06-13T20:17:26.470Z,"83 km NNW of Karluk, Alaska",earthquake,0.72,1.24,0.297569521243918,8,reviewed,av,av
2023-06-13T19:30:27.418Z,31.10288632,-103.2689011,0.09018554687,2.3,ml,13,70,0.02647152369,0.2,tx,tx2023lnhp,2023-06-15T08:27:58.796Z,"24 km SW of Coyanosa, Texas",earthquake,1.319938546,0.6467763078,0.1,24,reviewed,tx,tx
2023-06-13T19:27:37.800Z,38.7903328,-122.746666,0.98,0.74,md,8,88,0.01448,0.09,nc,nc73900761,2023-06-13T21:51:16.686Z,"2km NNE of The Geysers, CA",earthquake,0.39,1.21,0.05,7,automatic,nc,nc
2023-06-13T19:22:06.152Z,-29.3364,-176.9515,35,4.9,mb,99,98,0.849,0.62,us,us7000k88g,2023-06-14T16:33:10.040Z,"Kermadec Islands region",earthquake,9.39,1.798,0.057,96,reviewed,us,us
2023-06-13T19:04:55.194Z,61.9114,-147.5235,37,1,ml,,,,1.08,ak,ak0237jjh4jq,2023-06-13T19:07:15.698Z,"13 km NNE of Glacier View, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-13T19:02:53.350Z,46.0055,-112.464,-2,1.81,ml,13,112,0.0633,0.07,mb,mb90018073,2023-06-13T19:19:32.380Z,"western Montana",quarry blast,0.44,31.61,0.241646349364273,9,reviewed,mb,mb
2023-06-13T19:01:11.729Z,-29.0836,-177.066,35,4.9,mb,81,79,0.768,0.57,us,us7000k88d,2023-06-14T16:14:40.040Z,"Kermadec Islands, New Zealand",earthquake,9.39,1.539,0.062,84,reviewed,us,us
2023-06-13T18:57:17.580Z,45.928,-111.458666666667,-2,1.24,ml,7,162,0.2817,0.07,mb,mb90018288,2023-06-14T18:06:06.510Z,"5 km NNW of Logan, Montana",quarry blast,0.98,31.61,0.105439146767016,9,reviewed,mb,mb
2023-06-13T18:41:19.319Z,61.361,-147.7967,6.9,1,ml,,,,1.15,ak,ak0237jj3jq3,2023-06-13T18:43:21.807Z,"50 km S of Glacier View, Alaska",earthquake,,0.5,,,automatic,ak,ak
2023-06-13T18:40:42.870Z,38.8218346,-122.8153305,4.52,0.76,md,8,211,0.004392,0.08,nc,nc73900756,2023-06-13T18:58:15.372Z,"7km NW of The Geysers, CA",earthquake,1.86,3.91,0.1,10,automatic,nc,nc
2023-06-13T18:35:54.189Z,-29.1943,-176.9843,35,5.3,mww,100,75,0.821,1.06,us,us7000k883,2023-06-14T15:17:48.040Z,"Kermadec Islands region",earthquake,9.2,1.807,0.073,18,reviewed,us,us
2023-06-13T18:30:59.110Z,44.735,-113.605166666667,5.85,1.01,ml,12,80,0.4431,0.17,mb,mb90018088,2023-06-13T19:44:30.120Z,"southern Idaho",earthquake,0.68,2.74,0.218994918821501,10,reviewed,mb,mb
2023-06-13T18:10:08.260Z,45.1723333333333,-112.415666666667,-2,1.21,ml,6,121,0.229,0.05,mb,mb90018283,2023-06-14T16:22:24.840Z,"18 km ESE of Dillon, Montana",quarry blast,0.36,31.61,0.164855343099285,12,reviewed,mb,mb
2023-06-13T18:09:30.350Z,37.5158333,-118.7508333,14.98,0.74,md,9,213,0.09672,0.19,nc,nc73900746,2023-06-14T05:55:13.480Z,"8km SW of Toms Place, CA",earthquake,2.04,2.81,0.162,8,reviewed,nc,nc
2023-06-13T18:07:35.330Z,58.2558333333333,-155.067833333333,4.11,-0.43,ml,8,110,,0.18,av,av91924951,2023-06-13T20:08:28.220Z,"84 km NNW of Karluk, Alaska",earthquake,0.39,0.88,0.214887887780754,8,reviewed,av,av
2023-06-13T17:53:37.548Z,31.68872888,-104.2919238,6.440063477,1.9,ml,26,64,0.02872330131,0.2,tx,tx2023lnel,2023-06-14T19:43:05.366Z,"54 km S of Whites City, New Mexico",earthquake,0.7343302484,0.7045076114,0.1,6,reviewed,tx,tx
2023-06-13T17:38:14.819Z,-29.3917,-177.0835,17.564,5.2,mww,137,53,0.742,0.64,us,us7000k87x,2023-06-14T14:51:25.040Z,"Kermadec Islands, New Zealand",earthquake,8.92,3.557,0.068,21,reviewed,us,us
2023-06-13T17:38:04.896Z,65.4213,-144.7098,0,1.4,ml,,,,0.9,ak,ak0237jihfux,2023-06-13T17:40:43.206Z,"17 km SSE of Central, Alaska",earthquake,,0.3,,,automatic,ak,ak
2023-06-13T17:36:18.933Z,31.63598628,-104.2721381,1.915454102,1.7,ml,34,63,0.03620421998,0.2,tx,tx2023lndx,2023-06-15T20:06:15.002Z,"57 km NW of Toyah, Texas",earthquake,0.535410468,0.6721693978,0,7,reviewed,tx,tx
2023-06-13T17:31:07.256Z,60.3513,-141.3044,8.3,1.5,ml,,,,0.89,ak,ak0237jify11,2023-06-13T17:33:22.565Z,"125 km NW of Yakutat, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-13T17:26:18.020Z,33.0421667,-114.9551667,-0.23,1.17,ml,10,63,0.07237,0.23,ci,ci40484816,2023-06-13T18:52:34.709Z,"43km NNW of Los Algodones, B.C., MX",quarry blast,0.66,31.61,0.185,5,reviewed,ci,ci
2023-06-13T17:14:24.680Z,44.2665,-115.165666666667,2.85,1.17,ml,6,116,0.8173,0.07,mb,mb90018043,2023-06-13T19:33:55.240Z,"18 km WNW of Stanley, Idaho",earthquake,0.44,2.64,0.156868738778837,7,reviewed,mb,mb
2023-06-13T17:03:21.242Z,-29.2047,-177.2825,57.762,5.2,mb,105,74,0.56,0.81,us,us7000k87z,2023-06-14T14:30:00.040Z,"Kermadec Islands, New Zealand",earthquake,6.74,5.106,0.057,104,reviewed,us,us
2023-06-13T17:01:43.720Z,38.8405,-122.8251667,1.84,-0.29,md,9,107,0.008283,0.01,nc,nc73900741,2023-06-14T05:31:59.346Z,"9km WNW of Cobb, CA",earthquake,0.48,1,0.118,7,reviewed,nc,nc
2023-06-13T17:01:36.412Z,-29.3098,-176.8826,21.764,5.4,mww,124,59,0.908,0.88,us,us7000k87y,2023-06-14T17:05:21.192Z,"Kermadec Islands region",earthquake,4.93,4.201,0.068,21,reviewed,us,us
2023-06-13T17:00:22.593Z,-29.2325,-177.1069,49.072,5.2,mb,89,77,0.711,0.63,us,us7000k87n,2023-06-14T13:41:40.040Z,"Kermadec Islands, New Zealand",earthquake,9.59,5.28,0.053,118,reviewed,us,us
2023-06-13T16:41:56.330Z,33.4688333,-116.566,8.23,0.37,ml,15,113,0.03976,0.1,ci,ci40484776,2023-06-13T18:43:13.085Z,"14km SE of Anza, CA",earthquake,0.24,0.45,0.093,12,reviewed,ci,ci
2023-06-13T16:38:54.930Z,37.532,-121.9071667,8.94,1.47,md,41,78,0.01671,0.07,nc,nc73900731,2023-06-14T21:56:13.176Z,"7km E of Fremont, CA",earthquake,0.14,0.29,0.235,40,reviewed,nc,nc
2023-06-13T16:31:18.390Z,45.0676666666667,-111.753166666667,-2,1.32,ml,8,127,0.2623,0.17,mb,mb90018278,2023-06-14T16:08:25.320Z,"29 km SSE of Virginia City, Montana",quarry blast,1.24,31.61,0.109595701757336,10,reviewed,mb,mb
2023-06-13T16:27:42.560Z,58.1755,-155.368,1.51,0.56,ml,5,260,,0.16,av,av91924776,2023-06-14T19:01:25.170Z,"Alaska Peninsula",earthquake,0.76,1.51,0.332583365531524,5,reviewed,av,av
2023-06-13T16:16:55.320Z,35.6443333,-118.3191667,8.84,1.51,ml,32,65,0.05724,0.17,ci,ci40484752,2023-06-13T18:40:38.110Z,"14km ESE of Wofford Heights, CA",earthquake,0.22,0.51,0.19,18,reviewed,ci,ci
2023-06-13T16:16:02.390Z,51.4427,-178.4426,16.252,5.3,mww,113,141,0.257,0.77,us,us7000k86m,2023-06-15T16:26:03.786Z,"134 km WSW of Adak, Alaska",earthquake,4.35,4.113,0.043,51,reviewed,us,us
2023-06-13T16:10:31.493Z,60.2282,-153.078,123.9,1.9,ml,,,,0.16,ak,ak0237jhq299,2023-06-13T16:21:30.040Z,"Southern Alaska",earthquake,,0.8,,,automatic,ak,ak
2023-06-13T15:58:02.675Z,59.4566,-152.6305,86.3,1.6,ml,,,,0.44,ak,ak0237jheusr,2023-06-13T16:00:26.474Z,"41 km WNW of Nanwalek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2023-06-13T15:56:41.940Z,58.2653333333333,-155.044666666667,3.9,-0.18,ml,8,117,,0.12,av,av91924721,2023-06-13T18:18:48.400Z,"85 km NNW of Karluk, Alaska",earthquake,0.26,0.59,0.165811728985506,8,reviewed,av,av
2023-06-13T15:52:41.870Z,38.7866669,-122.7473297,1.31,0.95,md,11,83,0.008968,0.03,nc,nc73900711,2023-06-13T17:44:13.819Z,"1km NE of The Geysers, CA",earthquake,0.29,0.71,0.2,10,automatic,nc,nc
